"phi","r","g","b"
3.249,2.44163e-15,0.133702,1
3.25,2.78975e-15,0.132079,1
3.251,2.42065e-15,0.130435,1
3.252,2.77073e-15,0.12877,1
3.253,2.40164e-15,0.127084,1
3.254,2.03255e-15,0.125376,1
3.255,3.05374e-15,0.123656,1
3.256,2.12204e-15,0.121966,1
3.257,2.62277e-15,0.120253,1
3.258,3.12351e-15,0.118516,1
3.259,2.1918e-15,0.116755,1
3.26,1.97533e-15,0.114968,1
3.261,1.75886e-15,0.113154,1
3.262,1.54436e-15,0.111312,1
3.263,2.04509e-15,0.109442,1
3.264,1.11142e-15,0.107541,1
3.265,1.61412e-15,0.105609,1
3.266,2.83206e-15,0.103643,1
3.267,1.89839e-15,0.101643,1
3.268,1.68388e-15,0.099606,1
3.269,2.18462e-15,0.097531,1
3.27,1.25095e-15,0.0954158,1
3.271,1.75365e-15,0.093258,1
3.272,2.25438e-15,0.0910553,1
3.273,1.97862e-15,0.0888641,1
3.274,1.96259e-15,0.0866551,1
3.275,2.66376e-15,0.0843968,1
3.276,2.64773e-15,0.082086,1
3.277,1.91449e-15,0.0797194,1
3.278,2.61566e-15,0.0772931,1
3.279,1.88243e-15,0.0748028,1
3.28,2.5836e-15,0.0722438,1
3.281,1.85036e-15,0.0696107,1
3.282,1.83433e-15,0.0668972,1
3.283,2.5355e-15,0.0640964,1
3.284,3.23668e-15,0.0612002,1
3.285,3.93785e-15,0.0581993,1
3.286,1.7702e-15,0.0550826,1
3.287,2.47137e-15,0.0518373,1
3.288,2.45534e-15,0.0484476,1
3.289,2.43931e-15,0.0448949,1
3.29,0.00023983,0.0414098,1
3.291,0.00168304,0.0390591,1
3.292,0.00312625,0.0366851,1
3.293,0.00456946,0.034311,1
3.294,0.00601267,0.031937,1
3.295,0.00745589,0.0295629,1
3.296,0.0088991,0.0271889,1
3.297,0.0103423,0.0248149,1
3.298,0.0117855,0.0224408,1
3.299,0.0132287,0.0200668,1
3.3,0.0146719,0.0176927,1
3.301,0.0161152,0.0153187,1
3.302,0.0175584,0.0129447,1
3.303,0.0190016,0.0105706,1
3.304,0.0204448,0.00819659,1
3.305,0.021888,0.00582255,1
3.306,0.0233312,0.00344851,1
3.307,0.0247744,0.00107447,1
3.308,0.0278727,0.000266897,1
3.309,0.0318075,0.000251046,1
3.31,0.0357423,0.000235195,1
3.311,0.0396771,0.000219344,1
3.312,0.0434907,0.000203492,1
3.313,0.0471001,0.000187641,1
3.314,0.0505393,0.00017179,1
3.315,0.0538283,0.000155939,1
3.316,0.0569837,0.000140087,1
3.317,0.0600193,0.000124236,1
3.318,0.0629467,0.000108385,1
3.319,0.0657757,9.25338e-05,1
3.32,0.0685149,7.66825e-05,1
3.321,0.0711716,6.08313e-05,1
3.322,0.0737521,4.49801e-05,1
3.323,0.0762623,2.91289e-05,1
3.324,0.0787069,1.32776e-05,1
3.325,0.0811134,0,1
3.326,0.0835765,0,1
3.327,0.0859797,0,1
3.328,0.088327,0,1
3.329,0.0906216,0,1
3.33,0.0928667,0,1
3.331,0.095065,0,1
3.332,0.0972192,0,1
3.333,0.0993315,0,1
3.334,0.101404,0,1
3.335,0.103439,0,1
3.336,0.105438,0,1
3.337,0.107402,0,1
3.338,0.109334,0,1
3.339,0.111235,0,1
3.34,0.113106,0,1
3.341,0.114948,0,1
3.342,0.116762,0,1
3.343,0.118613,0,1
3.344,0.120469,0,1
3.345,0.122298,0,1
3.346,0.124101,0,1
3.347,0.125879,0,1
3.348,0.127633,0,1
3.349,0.129363,0,1
3.35,0.131071,0,1
3.351,0.132757,0,1
3.352,0.134423,0,1
3.353,0.136068,0,1
3.354,0.137693,0,1
3.355,0.1393,0,1
3.356,0.140888,0,1
3.357,0.142459,0,1
3.358,0.144012,0,1
3.359,0.145548,0,1
3.36,0.14708,0,1
3.361,0.148662,0,1
3.362,0.150226,0,1
3.363,0.151774,0,1
3.364,0.153306,0,1
3.365,0.154823,0,1
3.366,0.156324,0,1
3.367,0.15781,0,1
3.368,0.159282,0,1
3.369,0.16074,0,1
3.37,0.162184,0,1
3.371,0.163615,0,1
3.372,0.165033,0,1
3.373,0.166439,0,1
3.374,0.167832,0,1
3.375,0.169212,0,1
3.376,0.170581,0,1
3.377,0.171939,0,1
3.378,0.173329,0,1
3.379,0.174731,0,1
3.38,0.17612,0,1
3.381,0.177498,0,1
3.382,0.178865,0,1
3.383,0.180221,0,1
3.384,0.181565,0,1
3.385,0.1829,0,1
3.386,0.184223,0,1
3.387,0.185537,0,1
3.388,0.18684,0,1
3.389,0.188134,0,1
3.39,0.189419,0,1
3.391,0.190693,0,1
3.392,0.191959,0,1
3.393,0.193216,0,1
3.394,0.194464,0,1
3.395,0.195712,0,1
3.396,0.197002,0,1
3.397,0.198283,0,1
3.398,0.199554,0,1
3.399,0.200817,0,1
3.4,0.202071,0,1
3.401,0.203317,0,1
3.402,0.204555,0,1
3.403,0.205784,0,1
3.404,0.207005,0,1
3.405,0.208218,0,1
3.406,0.209423,0,1
3.407,0.210621,0,1
3.408,0.211811,0,1
3.409,0.212994,0,1
3.41,0.21417,0,1
3.411,0.215338,0,1
3.412,0.2165,0,1
3.413,0.21769,0,1
3.414,0.218893,0,1
3.415,0.220088,0,1
3.416,0.221276,0,1
3.417,0.222457,0,1
3.418,0.223631,0,1
3.419,0.224797,0,1
3.42,0.225958,0,1
3.421,0.227111,0,1
3.422,0.228258,0,1
3.423,0.229399,0,1
3.424,0.230533,0,1
3.425,0.23166,0,1
3.426,0.232782,0,1
3.427,0.233898,0,1
3.428,0.235007,0,1
3.429,0.236111,0,1
3.43,0.237216,0,1
3.431,0.238359,0,1
3.432,0.239495,0,1
3.433,0.240626,0,1
3.434,0.24175,0,1
3.435,0.242868,0,1
3.436,0.243981,0,1
3.437,0.245087,0,1
3.438,0.246188,0,1
3.439,0.247284,0,1
3.44,0.248374,0,1
3.441,0.249458,0,1
3.442,0.250537,0,1
3.443,0.251611,0,1
3.444,0.25268,0,1
3.445,0.253743,0,1
3.446,0.254801,0,1
3.447,0.255854,0,1
3.448,0.256933,0,1
3.449,0.258023,0,1
3.45,0.259108,0,1
3.451,0.260187,0,1
3.452,0.261262,0,1
3.453,0.262331,0,1
3.454,0.263395,0,1
3.455,0.264454,0,1
3.456,0.265509,0,1
3.457,0.266558,0,1
3.458,0.267603,0,1
3.459,0.268643,0,1
3.46,0.269679,0,1
3.461,0.270709,0,1
3.462,0.271736,0,1
3.463,0.272757,0,1
3.464,0.273775,0,1
3.465,0.274794,0,1
3.466,0.275848,0,1
3.467,0.276896,0,1
3.468,0.27794,0,1
3.469,0.27898,0,1
3.47,0.280015,0,1
3.471,0.281045,0,1
3.472,0.282071,0,1
3.473,0.283093,0,1
3.474,0.28411,0,1
3.475,0.285124,0,1
3.476,0.286133,0,1
3.477,0.287137,0,1
3.478,0.288138,0,1
3.479,0.289135,0,1
3.48,0.290127,0,1
3.481,0.291116,0,1
3.482,0.292101,0,1
3.483,0.293109,0,1
3.484,0.294128,0,1
3.485,0.295142,0,1
3.486,0.296153,0,1
3.487,0.29716,0,1
3.488,0.298162,0,1
3.489,0.299161,0,1
3.49,0.300155,0,1
3.491,0.301146,0,1
3.492,0.302133,0,1
3.493,0.303116,0,1
3.494,0.304096,0,1
3.495,0.305071,0,1
3.496,0.306043,0,1
3.497,0.307012,0,1
3.498,0.307976,0,1
3.499,0.308937,0,1
3.5,0.309901,0,1
3.501,0.310896,0,1
3.502,0.311887,0,1
3.503,0.312874,0,1
3.504,0.313857,0,1
3.505,0.314837,0,1
3.506,0.315814,0,1
3.507,0.316786,0,1
3.508,0.317755,0,1
3.509,0.318721,0,1
3.51,0.319683,0,1
3.511,0.320642,0,1
3.512,0.321597,0,1
3.513,0.322549,0,1
3.514,0.323498,0,1
3.515,0.324443,0,1
3.516,0.325385,0,1
3.517,0.326323,0,1
3.518,0.327284,0,1
3.519,0.328255,0,1
3.52,0.329223,0,1
3.521,0.330187,0,1
3.522,0.331148,0,1
3.523,0.332106,0,1
3.524,0.33306,0,1
3.525,0.334011,0,1
3.526,0.334959,0,1
3.527,0.335903,0,1
3.528,0.336845,0,1
3.529,0.337783,0,1
3.53,0.338718,0,1
3.531,0.33965,0,1
3.532,0.340579,0,1
3.533,0.341505,0,1
3.534,0.342428,0,1
3.535,0.343353,0,1
3.536,0.344307,0,1
3.537,0.345259,0,1
3.538,0.346207,0,1
3.539,0.347152,0,1
3.54,0.348094,0,1
3.541,0.349033,0,1
3.542,0.349969,0,1
3.543,0.350902,0,1
3.544,0.351832,0,1
3.545,0.352759,0,1
3.546,0.353683,0,1
3.547,0.354604,0,1
3.548,0.355522,0,1
3.549,0.356437,0,1
3.55,0.35735,0,1
3.551,0.358259,0,1
3.552,0.359166,0,1
3.553,0.360094,0,1
3.554,0.361032,0,1
3.555,0.361967,0,1
3.556,0.362899,0,1
3.557,0.363828,0,1
3.558,0.364755,0,1
3.559,0.365678,0,1
3.56,0.366599,0,1
3.561,0.367517,0,1
3.562,0.368432,0,1
3.563,0.369345,0,1
3.564,0.370254,0,1
3.565,0.371161,0,1
3.566,0.372065,0,1
3.567,0.372967,0,1
3.568,0.373866,0,1
3.569,0.374762,0,1
3.57,0.375661,0,1
3.571,0.376587,0,1
3.572,0.377511,0,1
3.573,0.378432,0,1
3.574,0.379351,0,1
3.575,0.380266,0,1
3.576,0.381179,0,1
3.577,0.38209,0,1
3.578,0.382997,0,1
3.579,0.383902,0,1
3.58,0.384805,0,1
3.581,0.385704,0,1
3.582,0.386602,0,1
3.583,0.387496,0,1
3.584,0.388389,0,1
3.585,0.389278,0,1
3.586,0.390166,0,1
3.587,0.39105,0,1
3.588,0.391955,0,1
3.589,0.39287,0,1
3.59,0.393782,0,1
3.591,0.394692,0,1
3.592,0.395599,0,1
3.593,0.396503,0,1
3.594,0.397406,0,1
3.595,0.398305,0,1
3.596,0.399202,0,1
3.597,0.400097,0,1
3.598,0.400989,0,1
3.599,0.401878,0,1
3.6,0.402766,0,1
3.601,0.403651,0,1
3.602,0.404533,0,1
3.603,0.405413,0,1
3.604,0.406291,0,1
3.605,0.407171,0,1
3.606,0.408078,0,1
3.607,0.408983,0,1
3.608,0.409885,0,1
3.609,0.410785,0,1
3.61,0.411683,0,1
3.611,0.412578,0,1
3.612,0.41347,0,1
3.613,0.414361,0,1
3.614,0.415249,0,1
3.615,0.416134,0,1
3.616,0.417018,0,1
3.617,0.417899,0,1
3.618,0.418777,0,1
3.619,0.419654,0,1
3.62,0.420528,0,1
3.621,0.4214,0,1
3.622,0.422269,0,1
3.623,0.423158,0,1
3.624,0.424057,0,1
3.625,0.424953,0,1
3.626,0.425848,0,1
3.627,0.426739,0,1
3.628,0.427629,0,1
3.629,0.428516,0,1
3.63,0.429401,0,1
3.631,0.430284,0,1
3.632,0.431164,0,1
3.633,0.432043,0,1
3.634,0.432919,0,1
3.635,0.433793,0,1
3.636,0.434664,0,1
3.637,0.435534,0,1
3.638,0.436401,0,1
3.639,0.437266,0,1
3.64,0.438134,0,1
3.641,0.439028,0,1
3.642,0.43992,0,1
3.643,0.44081,0,1
3.644,0.441697,0,1
3.645,0.442582,0,1
3.646,0.443466,0,1
3.647,0.444346,0,1
3.648,0.445225,0,1
3.649,0.446102,0,1
3.65,0.446976,0,1
3.651,0.447849,0,1
3.652,0.448719,0,1
3.653,0.449587,0,1
3.654,0.450453,0,1
3.655,0.451317,0,1
3.656,0.452179,0,1
3.657,0.453039,0,1
3.658,0.453917,0,1
3.659,0.454805,0,1
3.66,0.455692,0,1
3.661,0.456576,0,1
3.662,0.457458,0,1
3.663,0.458337,0,1
3.664,0.459215,0,1
3.665,0.460091,0,1
3.666,0.460964,0,1
3.667,0.461836,0,1
3.668,0.462705,0,1
3.669,0.463573,0,1
3.67,0.464438,0,1
3.671,0.465301,0,1
3.672,0.466163,0,1
3.673,0.467022,0,1
3.674,0.467879,0,1
3.675,0.468739,0,1
3.676,0.469625,0,1
3.677,0.470509,0,1
3.678,0.471391,0,1
3.679,0.47227,0,1
3.68,0.473148,0,1
3.681,0.474024,0,1
3.682,0.474897,0,1
3.683,0.475769,0,1
3.684,0.476639,0,1
3.685,0.477506,0,1
3.686,0.478372,0,1
3.687,0.479236,0,1
3.688,0.480098,0,1
3.689,0.480957,0,1
3.69,0.481815,0,1
3.691,0.482671,0,1
3.692,0.483525,0,1
3.693,0.484398,0,1
3.694,0.48528,0,1
3.695,0.48616,0,1
3.696,0.487039,0,1
3.697,0.487915,0,1
3.698,0.48879,0,1
3.699,0.489662,0,1
3.7,0.490533,0,1
3.701,0.491401,0,1
3.702,0.492268,0,1
3.703,0.493133,0,1
3.704,0.493995,0,1
3.705,0.494856,0,1
3.706,0.495715,0,1
3.707,0.496573,0,1
3.708,0.497428,0,1
3.709,0.498281,0,1
3.71,0.499137,0,1
3.711,0.500019,0,1
3.712,0.500898,1.9722e-17,1
3.713,0.501776,0,1
3.714,0.502652,0,1
3.715,0.503526,0,1
3.716,0.504399,0,1
3.717,0.505269,0,1
3.718,0.506137,0,1
3.719,0.507004,0,1
3.72,0.507868,0,1
3.721,0.508731,0,1
3.722,0.509592,0,1
3.723,0.510451,0,1
3.724,0.511308,0,1
3.725,0.512164,0,1
3.726,0.513017,0,1
3.727,0.513869,0,1
3.728,0.514739,0,1
3.729,0.515619,0,1
3.73,0.516497,0,1
3.731,0.517373,0,1
3.732,0.518247,0,1
3.733,0.51912,0,1
3.734,0.519991,0,1
3.735,0.520859,0,1
3.736,0.521726,0,1
3.737,0.522591,0,1
3.738,0.523455,0,1
3.739,0.524316,0,1
3.74,0.525176,0,1
3.741,0.526034,0,1
3.742,0.52689,0,1
3.743,0.527744,0,1
3.744,0.528597,0,1
3.745,0.529451,0,1
3.746,0.530332,0,1
3.747,0.531211,0,1
3.748,0.532087,0,1
3.749,0.532962,3.59067e-17,1
3.75,0.533835,0,1
3.751,0.534707,0,1
3.752,0.535576,0,1
3.753,0.536444,0,1
3.754,0.53731,0,1
3.755,0.538174,0,1
3.756,0.539037,0,1
3.757,0.539897,0,1
3.758,0.540756,0,1
3.759,0.541614,0,1
3.76,0.542469,0,1
3.761,0.543323,0,1
3.762,0.544175,0,1
3.763,0.545045,6.39505e-17,1
3.764,0.545925,0,1
3.765,0.546804,0,1
3.766,0.54768,0,1
3.767,0.548555,0,1
3.768,0.549428,0,1
3.769,0.5503,3.18596e-17,1
3.77,0.551169,0,1
3.771,0.552037,0,1
3.772,0.552904,0,1
3.773,0.553768,0,1
3.774,0.554631,0,1
3.775,0.555492,0,1
3.776,0.556351,0,1
3.777,0.557209,0,1
3.778,0.558065,0,1
3.779,0.558919,0,1
3.78,0.559775,0,1
3.781,0.560657,0,1
3.782,0.561537,0,1
3.783,0.562416,0,1
3.784,0.563293,0,1
3.785,0.564168,0,1
3.786,0.565041,0,1
3.787,0.565912,0,1
3.788,0.566782,0,1
3.789,0.56765,0,1
3.79,0.568517,0,1
3.791,0.569382,0,1
3.792,0.570245,0,1
3.793,0.571106,0,1
3.794,0.571966,0,1
3.795,0.572824,0,1
3.796,0.573681,0,1
3.797,0.574535,0,1
3.798,0.575408,0,1
3.799,0.57629,0,1
3.8,0.577171,0,1
3.801,0.57805,0,1
3.802,0.578928,0,1
3.803,0.579803,0,1
3.804,0.580677,0,1
3.805,0.58155,0,1
3.806,0.58242,0,1
3.807,0.583289,0,1
3.808,0.584157,0,1
3.809,0.585023,0,1
3.81,0.585887,0,1
3.811,0.586749,8.29701e-17,1
3.812,0.58761,0,1
3.813,0.588469,0,1
3.814,0.589327,0,1
3.815,0.590186,0,1
3.816,0.591071,0,1
3.817,0.591955,0,1
3.818,0.592837,0,1
3.819,0.593717,0,1
3.82,0.594595,0,1
3.821,0.595472,0,1
3.822,0.596347,0,1
3.823,0.597221,0,1
3.824,0.598093,8.91803e-17,1
3.825,0.598963,0,1
3.826,0.599832,0,1
3.827,0.600699,0,1
3.828,0.601564,0,1
3.829,0.602428,0,1
3.83,0.60329,0,1
3.831,0.604151,0,1
3.832,0.60501,0,1
3.833,0.605886,0,1
3.834,0.606773,0,1
3.835,0.607658,0,1
3.836,0.608541,0,1
3.837,0.609422,0,1
3.838,0.610302,0,1
3.839,0.611181,0,1
3.84,0.612058,0,1
3.841,0.612933,0,1
3.842,0.613806,0,1
3.843,0.614678,0,1
3.844,0.615548,2.25767e-16,1
3.845,0.616417,0,1
3.846,0.617284,0,1
3.847,0.61815,0,1
3.848,0.619014,0,1
3.849,0.619876,0,1
3.85,0.620741,0,1
3.851,0.62163,9.70045e-17,1
3.852,0.622518,0,1
3.853,0.623405,0,1
3.854,0.62429,0,1
3.855,0.625173,0,1
3.856,0.626055,0,1
3.857,0.626935,0,1
3.858,0.627813,1.84414e-16,1
3.859,0.62869,0,1
3.86,0.629565,0,1
3.861,0.630439,0,1
3.862,0.631311,0,1
3.863,0.632182,0,1
3.864,0.633051,0,1
3.865,0.633918,0,1
3.866,0.634784,0,1
3.867,0.635649,0,1
3.868,0.63653,0,1
3.869,0.637421,0,1
3.87,0.638311,0,1
3.871,0.639199,0,1
3.872,0.640085,0,1
3.873,0.64097,0,1
3.874,0.641853,0,1
3.875,0.642735,0,1
3.876,0.643615,0,1
3.877,0.644493,0,1
3.878,0.64537,0,1
3.879,0.646246,0,1
3.88,0.64712,0,1
3.881,0.647992,0,1
3.882,0.648863,0,1
3.883,0.649733,0,1
3.884,0.650601,0,1
3.885,0.65147,0,1
3.886,0.652364,0,1
3.887,0.653257,0,1
3.888,0.654149,0,1
3.889,0.655038,5.83636e-18,1
3.89,0.655926,2.90281e-16,1
3.891,0.656813,0,1
3.892,0.657698,0,1
3.893,0.658582,8.25611e-18,1
3.894,0.659464,0,1
3.895,0.660344,0,1
3.896,0.661223,0,1
3.897,0.662101,0,1
3.898,0.662977,0,1
3.899,0.663851,0,1
3.9,0.664724,0,1
3.901,0.665596,0,1
3.902,0.666466,0,1
3.903,0.667351,0,1
3.904,0.668247,0,1
3.905,0.669142,0,1
3.906,0.670035,0,1
3.907,0.670926,0,1
3.908,0.671816,0,1
3.909,0.672704,0,1
3.91,0.673591,0,1
3.911,0.674476,0,1
3.912,0.67536,0,1
3.913,0.676242,0,1
3.914,0.677123,0,1
3.915,0.678002,0,1
3.916,0.67888,0,1
3.917,0.679756,0,1
3.918,0.680631,0,1
3.919,0.681504,0,1
3.92,0.682379,0,1
3.921,0.683278,0,1
3.922,0.684175,0,1
3.923,0.68507,0,1
3.924,0.685964,0,1
3.925,0.686857,0,1
3.926,0.687748,0,1
3.927,0.688637,0,1
3.928,0.689525,0,1
3.929,0.690412,0,1
3.93,0.691297,0,1
3.931,0.69218,0,1
3.932,0.693062,3.74413e-16,1
3.933,0.693943,0,1
3.934,0.694822,0,1
3.935,0.6957,0,1
3.936,0.696576,0,1
3.937,0.697451,0,1
3.938,0.698341,0,1
3.939,0.69924,0,1
3.94,0.700138,0,1
3.941,0.701035,0,1
3.942,0.70193,0,1
3.943,0.702824,0,1
3.944,0.703716,0,1
3.945,0.704606,0,1
3.946,0.705495,0,1
3.947,0.706383,0,1
3.948,0.707269,0,1
3.949,0.708154,0,1
3.95,0.709038,0,1
3.951,0.70992,0,1
3.952,0.7108,0,1
3.953,0.711679,0,1
3.954,0.712557,0,1
3.955,0.713436,0,1
3.956,0.714337,0,1
3.957,0.715236,4.22527e-16,1
3.958,0.716135,3.88701e-16,1
3.959,0.717031,0,1
3.96,0.717926,0,1
3.961,0.71882,0,1
3.962,0.719713,0,1
3.963,0.720603,0,1
3.964,0.721493,0,1
3.965,0.722381,0,1
3.966,0.723268,0,1
3.967,0.724153,0,1
3.968,0.725037,0,1
3.969,0.725919,0,1
3.97,0.7268,0,1
3.971,0.72768,0,1
3.972,0.728558,2.74385e-16,1
3.973,0.72945,0,1
3.974,0.73035,0,1
3.975,0.731249,0,1
3.976,0.732147,0,1
3.977,0.733043,0,1
3.978,0.733938,0,1
3.979,0.734831,0,1
3.98,0.735723,0,1
3.981,0.736614,0,1
3.982,0.737503,0,1
3.983,0.73839,0,1
3.984,0.739277,0,1
3.985,0.740162,0,1
3.986,0.741045,0,1
3.987,0.741927,0,1
3.988,0.742808,0,1
3.989,0.743688,0,1
3.99,0.744568,5.28744e-17,1
3.991,0.745468,0,1
3.992,0.746368,0,1
3.993,0.747265,0,1
3.994,0.748161,0,1
3.995,0.749056,0,1
3.996,0.74995,0,1
3.997,0.750842,0,1
3.998,0.751732,0,1
3.999,0.752622,0,1
4,0.75351,0,1
4.001,0.754396,0,1
4.002,0.755282,0,1
4.003,0.756165,0,1
4.004,0.757048,0,1
4.005,0.757929,0,1
4.006,0.758809,0,1
4.007,0.759687,0,1
4.008,0.760577,0,1
4.009,0.761475,0,1
4.01,0.762371,0,1
4.011,0.763266,0,1
4.012,0.764159,0,1
4.013,0.765052,0,1
4.014,0.765942,0,1
4.015,0.766832,0,1
4.016,0.76772,0,1
4.017,0.768606,0,1
4.018,0.769492,0,1
4.019,0.770376,0,1
4.02,0.771259,0,1
4.021,0.77214,0,1
4.022,0.77302,0,1
4.023,0.773899,0,1
4.024,0.774776,0,1
4.025,0.775654,0,1
4.026,0.776549,0,1
4.027,0.777442,0,1
4.028,0.778335,0,1
4.029,0.779225,0,1
4.03,0.780115,0,1
4.031,0.781003,0,1
4.032,0.78189,0,1
4.033,0.782775,0,1
4.034,0.783659,0,1
4.035,0.784542,0,1
4.036,0.785424,0,1
4.037,0.786304,0,1
4.038,0.787183,0,1
4.039,0.788061,0,1
4.04,0.788937,0,1
4.041,0.789813,0,1
4.042,0.790686,0,1
4.043,0.791569,0,1
4.044,0.792458,0,1
4.045,0.793346,0,1
4.046,0.794232,0,1
4.047,0.795117,0,1
4.048,0.796001,0,1
4.049,0.796883,0,1
4.05,0.797764,0,1
4.051,0.798644,0,1
4.052,0.799523,0,1
4.053,0.8004,0,1
4.054,0.801276,0,1
4.055,0.802151,0,1
4.056,0.803024,0,1
4.057,0.803897,0,1
4.058,0.804768,0,1
4.059,0.805638,0,1
4.06,0.806508,0,1
4.061,0.80739,0,1
4.062,0.808271,0,1
4.063,0.809151,0,1
4.064,0.810029,0,1
4.065,0.810906,0,1
4.066,0.811783,0,1
4.067,0.812657,0,1
4.068,0.813531,0,1
4.069,0.814403,0,1
4.07,0.815274,0,1
4.071,0.816144,0,1
4.072,0.817013,0,1
4.073,0.81788,0,1
4.074,0.818747,0,1
4.075,0.819612,0,1
4.076,0.820476,0,1
4.077,0.821338,0,1
4.078,0.822207,0,1
4.079,0.823079,0,1
4.08,0.82395,0,1
4.081,0.824819,0,1
4.082,0.825688,0,1
4.083,0.826555,0,1
4.084,0.827421,0,1
4.085,0.828286,0,1
4.086,0.82915,0,1
4.087,0.830013,0,1
4.088,0.830874,0,1
4.089,0.831734,0,1
4.09,0.832593,0,1
4.091,0.833451,0,1
4.092,0.834308,0,1
4.093,0.835163,0,1
4.094,0.836018,0,1
4.095,0.836872,0,1
4.096,0.837733,0,1
4.097,0.838592,0,1
4.098,0.83945,0,1
4.099,0.840308,0,1
4.1,0.841164,0,1
4.101,0.842019,0,1
4.102,0.842873,0,1
4.103,0.843725,0,1
4.104,0.844577,0,1
4.105,0.845427,0,1
4.106,0.846277,1.29374e-16,1
4.107,0.847125,0,1
4.108,0.847972,0,1
4.109,0.848818,0,1
4.11,0.849663,0,1
4.111,0.850506,0,1
4.112,0.851349,0,1
4.113,0.852193,0,1
4.114,0.853039,0,1
4.115,0.853883,0,1
4.116,0.854726,0,1
4.117,0.855568,0,1
4.118,0.856409,0,1
4.119,0.857249,0,1
4.12,0.858087,0,1
4.121,0.858925,0,1
4.122,0.859762,0,1
4.123,0.860597,0,1
4.124,0.861432,0,1
4.125,0.862265,0,1
4.126,0.863097,0,1
4.127,0.863929,0,1
4.128,0.864759,0,1
4.129,0.865588,0,1
4.13,0.866416,0,1
4.131,0.867244,0,1
4.132,0.868071,0,1
4.133,0.868897,0,1
4.134,0.869721,0,1
4.135,0.870545,0,1
4.136,0.871368,0,1
4.137,0.87219,1.62391e-16,1
4.138,0.87301,0,1
4.139,0.87383,4.00074e-16,1
4.14,0.874649,0,1
4.141,0.875466,0,1
4.142,0.876283,0,1
4.143,0.877099,0,1
4.144,0.877913,0,1
4.145,0.878727,0,1
4.146,0.87954,0,1
4.147,0.880351,0,1
4.148,0.88116,0,1
4.149,0.881966,0,1
4.15,0.882771,0,1
4.151,0.883575,0,1
4.152,0.884378,0,1
4.153,0.885181,0,1
4.154,0.885982,0,1
4.155,0.886782,0,1
4.156,0.887582,0,1
4.157,0.88838,0,1
4.158,0.889178,0,1
4.159,0.889974,1.43306e-16,1
4.16,0.89077,0,1
4.161,0.891564,0,1
4.162,0.892358,0,1
4.163,0.893151,0,1
4.164,0.893943,0,1
4.165,0.894733,0,1
4.166,0.895515,0,1
4.167,0.896296,0,1
4.168,0.897076,0,1
4.169,0.897855,0,1
4.17,0.898634,0,1
4.171,0.899411,0,1
4.172,0.900188,0,1
4.173,0.900963,0,1
4.174,0.901738,0,1
4.175,0.902512,0,1
4.176,0.903285,0,1
4.177,0.904057,0,1
4.178,0.904828,0,1
4.179,0.905599,0,1
4.18,0.906368,1.34775e-16,1
4.181,0.907137,0,1
4.182,0.907905,0,1
4.183,0.908664,0,1
4.184,0.909417,0,1
4.185,0.91017,0,1
4.186,0.910921,6.37345e-17,1
4.187,0.911671,0,1
4.188,0.912421,1.4001e-16,1
4.189,0.91317,0,1
4.19,0.913918,0,1
4.191,0.914666,0,1
4.192,0.915412,0,1
4.193,0.916158,0,1
4.194,0.916903,0,1
4.195,0.917647,0,1
4.196,0.91839,0,1
4.197,0.919132,0,1
4.198,0.919874,0,1
4.199,0.920615,0,1
4.2,0.921354,0,1
4.201,0.922075,0,1
4.202,0.922796,1.45406e-17,1
4.203,0.923515,0,1
4.204,0.924234,0,1
4.205,0.924952,0,1
4.206,0.92567,0,1
4.207,0.926387,0,1
4.208,0.927103,0,1
4.209,0.927818,0,1
4.21,0.928532,0,1
4.211,0.929246,0,1
4.212,0.929959,0,1
4.213,0.930672,0,1
4.214,0.931383,0,1
4.215,0.932094,0,1
4.216,0.932804,8.23164e-16,1
4.217,0.933514,0,1
4.218,0.93421,1.17715e-15,1
4.219,0.934894,0,1
4.22,0.935579,0,1
4.221,0.936262,0,1
4.222,0.936945,0,1
4.223,0.937627,2.37146e-16,1
4.224,0.938309,0,1
4.225,0.93899,0,1
4.226,0.93967,1.15375e-16,1
4.227,0.94035,5.72986e-16,1
4.228,0.941029,0,1
4.229,0.941707,2.92653e-16,1
4.23,0.942385,0,1
4.231,0.943062,0,1
4.232,0.943738,0,1
4.233,0.944414,0,1
4.234,0.945089,0,1
4.235,0.945762,0,1
4.236,0.946407,0,1
4.237,0.947052,0,1
4.238,0.947696,0,1
4.239,0.94834,0,1
4.24,0.948983,0,1
4.241,0.949626,0,1
4.242,0.950268,0,1
4.243,0.950909,0,1
4.244,0.95155,0,1
4.245,0.95219,0,1
4.246,0.95283,0,1
4.247,0.953469,0,1
4.248,0.954107,0,1
4.249,0.954745,0,1
4.25,0.955383,0,1
4.251,0.95602,0,1
4.252,0.956656,0,1
4.253,0.957273,0,1
4.254,0.957875,0,1
4.255,0.958476,0,1
4.256,0.959077,0,1
4.257,0.959677,0,1
4.258,0.960277,7.44087e-16,1
4.259,0.960877,0,1
4.26,0.961476,2.43519e-16,1
4.261,0.962074,8.28862e-17,1
4.262,0.962672,0,1
4.263,0.96327,0,1
4.264,0.963867,0,1
4.265,0.964463,0,1
4.266,0.965059,0,1
4.267,0.965654,0,1
4.268,0.966249,0,1
4.269,0.966844,0,1
4.27,0.967436,0,1
4.271,0.967991,2.01625e-16,1
4.272,0.968546,0,1
4.273,0.969101,0,1
